"entrez_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","label","direction"
"83729",14.7086181435432,2.04909711222629,0.903782736577698,2.2672452452295,0.0233752482820023,NA,"INHBE","INHBE","Not significant"
"7424",1095.50000549585,0.429404302910228,0.189503149831826,2.26594810319144,0.0234545609121755,0.206288745374011,"VEGFC","VEGFC","Not significant"
"4801",1857.28333046297,-0.999339126376266,0.441113070870432,-2.26549425163101,0.0234823663787604,0.206288745374011,"NFYB","NFYB","Not significant"
"2014",2159.50281867797,0.54109471213972,0.23886893387782,2.26523685334689,0.0234981487369273,0.206288745374011,"EMP3","EMP3","Not significant"
"4053",28693.7304568374,0.39073340512971,0.17249262162343,2.26521807977805,0.0234993001971291,0.206288745374011,"LTBP2","LTBP2","Not significant"
"11261",2284.35991825068,-0.450193904831326,0.1987918815215,-2.2646493477785,0.023534206089812,0.206459872153976,"CHP1","CHP1","Not significant"
"252995",13.7851681262606,2.06905657783209,0.91402820419516,2.26366819791298,0.0235945298798885,NA,"FNDC5","FNDC5","Not significant"
"2770",432.032090108183,-0.524637453243814,0.231786810956199,-2.26344825695434,0.0236080708494436,0.20689734898865,"GNAI1","GNAI1","Not significant"
"79762",111.402839432788,-1.13848038142068,0.503009807455308,-2.26333634960354,0.0236149631683821,0.20689734898865,"C1orf115","C1orf115","Not significant"
"5334",421.196324680561,-0.627649059392797,0.277569528339441,-2.26123185476341,0.0237449035138543,0.207899821876858,"PLCL1","PLCL1","Not significant"
"65244",553.864135907985,0.485534484080213,0.214762708469274,2.2607951237944,0.0237719466994477,0.207989295279745,"SPATS2","SPATS2","Not significant"
"100505633",177.330819577007,0.773495008721889,0.342168807958862,2.26056551833586,0.0237861750051187,0.207989295279745,"LINC01133","LINC01133","Not significant"
"92259",263.01838076797,-0.591687001446882,0.261810807238922,-2.25997928690134,0.0238225364021309,0.208171361802313,"KGD4","KGD4","Not significant"
"55347",295.101765259256,0.553309023070146,0.24507107655033,2.25774918386386,0.0239613009711521,0.209247449680283,"ABHD10","ABHD10","Not significant"
"5919",2699.39554637956,0.421247111739764,0.186669614650195,2.25664531707074,0.0240302462894967,0.209712820387034,"RARRES2","RARRES2","Not significant"
"81539",2076.87286248432,-0.733788487960303,0.325226769588008,-2.25623643739368,0.0240558277242713,0.209799393355689,"SLC38A1","SLC38A1","Not significant"
"4800",382.984131304595,0.498128521224108,0.220840549884969,2.25560261230817,0.0240955294751918,0.210008921828022,"NFYA","NFYA","Not significant"
"3084",41.1430537358086,1.43123981530804,0.634619270373059,2.2552731726326,0.0241161874592302,0.210052306374413,"NRG1","NRG1","Not significant"
"658",42.3887629733642,-1.20141269870487,0.532898015437833,-2.25448897143627,0.0241654237044091,0.210344389827333,"BMPR1B","BMPR1B","Not significant"
"4926",7061.93808789789,0.352029589763898,0.156213063643478,2.25352209061932,0.0242262494761758,0.210381972143902,"NUMA1","NUMA1","Not significant"
"9903",2005.06440929057,-0.588628110118498,0.261216226160114,-2.25341326904285,0.024233103665087,0.210381972143902,"KLHL21","KLHL21","Not significant"
"7982",369.576524003121,0.729681215345059,0.323828935947212,2.25329219950871,0.0242407312740277,0.210381972143902,"ST7","ST7","Not significant"
"64780",1179.91619879708,-0.444398730918694,0.197226129620047,-2.25324469822949,0.0242437245126068,0.210381972143902,"MICAL1","MICAL1","Not significant"
"154043",355.63258130199,0.894075403489244,0.396807322240276,2.25317264419798,0.0242482655262903,0.210381972143902,"CNKSR3","CNKSR3","Not significant"
